_id,duration,disposition,type
c43b746e-34c9-48f0-a08a-16cbf4924acf,153.072,No Pay - Dispute,negative
af8e408c-5d6c-420a-a63c-2cd17061741f,478.171375,No Pay - Dispute,negative
9951df96-3052-4902-af56-37ac081d006b,197.4595,No Pay - Dispute,negative
05058066-6529-47ab-9804-15956da71b31,94.1975,No Pay - Not right now,negative
f185372e-9394-4946-9d4f-7fbc95e66a04,849.580375,No Pay - Can't pay now,negative
8d27ab3c-62f7-425f-bc01-a9a01b03988e,230.832,No Pay - Dispute,negative
1722f782-3bd5-4bfe-a319-45c9b6f9a33f,729.756625,No Pay - Dispute,negative
fb079108-f278-4e40-80ed-3b1653372c1d,254.171375,No Pay - Dispute,negative
d4b2bc93-6a3f-4500-8d11-4e543e4b51fc,322.95175,No Pay - Not right now,negative
1b8f1e5c-c791-4c8c-ab3d-d3a8d5f4280c,427.990125,No Pay - Not right now,negative
6eac281c-6bfc-4e56-aa57-f6c228544e57,368.013,No Pay - Dispute,negative
c91f29aa-e34f-4add-b94b-359fe2e957ab,377.54775,No Pay - Dispute,negative
e67883fa-f174-4597-b5fb-6578c265f335,39.888,No Pay - Cant pay now,negative
dec031c2-8170-4ce9-ad2f-e98910692f09,500.950125,No Pay - Dispute,negative
04cc2031-b546-4038-bbee-f8ff25622c4c,110.2105,No Pay - Not right now,negative
f39071bb-b85f-4fb0-b054-f64b85ae812a,62.64,No Pay - Cant pay now,negative
9f73308f-4b30-474f-afc4-b3b9c35a63ce,270.144,No Pay - Cant pay now,negative
465faf55-d76d-48bc-9354-99d4676a2f78,24.408,No Pay - Cant pay now,negative
829bfd43-9bc3-4a8e-bc3b-bfea8dd58dd9,508.525625,No Pay - Dispute,negative
1e0e1b90-a599-458b-9d93-124d960a8ba6,125.9885,No Pay - Dispute,negative
2da18b98-109e-4737-99df-42a9f768773f,349.62275,No Pay - Dispute,negative
7eef0c2b-3097-4c86-af8d-3bc2993a3456,270.288875,No Pay - Can't pay now,negative
b1f7ab08-e00d-40bc-be8f-336e2e4aa53c,111.6995,No Pay - Not right now,negative
e7b77232-ded2-46a7-b71c-9ca249d2ae60,174.733,No Pay - Not right now,negative
63926671-0691-44a8-8a62-a2cf093d7e06,246.831,No Pay - Dispute,negative
3dab0409-50cb-4b27-a176-05d421b4f0fe,355.7355,No Pay - Not right now,negative
cba83bac-5ebf-4356-90d5-725d4e0f43a6,834.29875,No Pay - Not right now,negative
32ec8eec-8430-4c66-8026-99c466ab44be,494.863625,No Pay - Dispute,negative
2e93612d-1d56-4d1d-b5f3-e9536f1df31b,821.864375,No Pay - Bankruptcy,negative
baa63f05-f493-4af7-ba4a-e54dcba72ef1,368.143625,No Pay - Dispute,negative
c5868bd5-ae5a-48b2-a7b1-b2886cd715b3,139.896,No Pay - Bankruptcy,negative
553aa71b-4c4d-47d1-a088-62825d9fbbec,42.912,No Pay - Cant pay now,negative
26a05231-f9d8-47ab-89f6-89a4c6986426,418.664375,No Pay - Dispute,negative
ed9ee695-d1a4-4760-9a29-9a064c8d6417,542.56325,No Pay - Bankruptcy,negative
0bab6f76-414e-46c1-a1aa-bc50fe7df82a,636.44725,No Pay - Dispute,negative
373ddc50-f11d-48d8-a3f1-96bc69614662,925.204875,No Pay - Not right now,negative
50f38a2c-75cb-4dfe-ae50-de915148540d,696.50275,No Pay - Not right now,negative
d5a5fc22-f0c8-4176-a6b7-85d3a8ddc288,64.008,No Pay - Cant pay now,negative
31119c0e-4ed0-4ae8-a36b-b2f9c57b5d6c,447.52975,No Pay - Dispute,negative
bfeebe78-0e4b-4122-898c-1058eb684a6f,643.134625,No Pay - Dispute,negative
4af8c4af-8c75-46ba-a1b1-3a4a86c87008,383.73875,No Pay - Dispute,negative
a933db8f-a002-4555-a911-6f942c505e39,681.9265,No Pay - Dispute,negative
e561998c-63e5-40b3-9f9f-52e25986b90e,22.248,No Pay - Cant pay now,negative
fec79c6b-83ec-4d70-9c0f-c22a6c189156,90.36,No Pay - Dispute,negative
543bedc6-62fd-4230-84ae-a62104293919,675.343625,No Pay - Dispute,negative
fc6d16f9-7d32-4d07-b765-5aa662291598,162.4555,No Pay - Not right now,negative
c47413e0-9df5-4dbd-b1d4-801020ea7f8b,364.464,No Pay - Dispute,negative
e102e362-395e-421d-b00c-622828c4087d,1496.016,No Pay - Dispute,negative
8bd6eb45-e0d4-4631-b6f0-2e373af32778,2015.2685,No Pay - Dispute,negative
dd80f34d-3fb5-4151-bb5b-aef2801ebf59,438.961625,No Pay - Dispute,negative
c1875c6a-73fe-406f-ac85-f27a826589d5,276.845625,No Pay - Not right now,negative
63b08208-aab3-41ec-8df9-9bf5b67acac4,38.808,No Pay - Cant pay now,negative
83990e2f-2adf-4b33-adf6-c20754943f6b,913.6065,No Pay - Dispute,negative
9bdc5701-d970-4fa8-9335-62836f2fac95,354.6905,No Pay - Dispute,negative
7cc7cc85-5801-40bd-af9f-1e57542bcc0c,17.712,No Pay - Cant pay now,negative
984dc80d-2908-45f0-afae-e7d817b6eac7,410.017875,No Pay - Dispute,negative
1c378d9c-0e1b-4428-a343-90c877aba343,910.02775,No Pay - Bankruptcy,negative
3f830584-d790-4e4d-9f17-645708134031,435.670125,No Pay - Not right now,negative
dc68f214-00ec-4589-b5a1-441af45c6680,497.92,No Pay - Dispute,negative
5a96adcc-880d-4454-bf41-863d327b71e1,44.28,No Pay - Cant pay now,negative
328ce773-3087-4ecb-ba6b-6c3b1e9b584d,325.06775,No Pay - Not right now,negative
ad5b9139-be2c-4610-bb3e-4cc5f3517651,516.623625,No Pay - Not right now,negative
7cb161e0-d4f9-4d12-868b-f0b3981eff6d,366.36725,No Pay - Bankruptcy,negative
86b2a7e6-d56e-4c63-831a-c7c01badac30,57.24,No Pay - Cant pay now,negative
1ba38578-4a04-4a74-92bc-bf30a3101640,269.035,No Pay - Not right now,negative
493048cd-6030-455f-af89-83743a1af8c6,195.624,No Pay - Cant pay now,negative
2c26d849-f5b5-49bf-aaea-3de9233502b8,265.87425,No Pay - Not right now,negative
e6d9246f-cf22-42e9-804e-cad9c0191cde,58.752,No Pay - Cant pay now,negative
e5f79f22-bb3b-4c16-b244-4c333ff8968a,248.256,No Pay - Cant pay now,negative
72cff28a-8d13-4602-b429-babc3bf5ae8b,178.964875,No Pay - Not right now,negative
67c86509-056a-4cc8-ab5c-45d76081ec0b,169.776,No Pay - Dispute,negative
97ea7548-c2b5-4c6a-9c2c-2cdd7e2bad1b,31.752,No Pay - Cant pay now,negative
da35cfc4-1fd9-4159-8cf6-df02183e24f4,171.504,No Pay - Dispute,negative
a318824c-ba72-4a73-9f7b-e1c4de8d645a,277.18525,No Pay - Dispute,negative
abfe7605-da75-40b1-aff7-8c7abf7e971e,349.257125,No Pay - Not right now,negative
0d6309da-3b0e-488a-9aec-a12f7d8045e5,35.424,No Pay - Cant pay now,negative
426c1e91-308a-4f7d-88a0-39f3c97e1d39,818.233375,No Pay - Dispute,negative
f35ffbaf-a35b-4f76-ba91-73becdbb0c4d,1410.795,No Pay - Cancel payment plan,negative
8df3f09f-9001-4532-a26a-e0b0c9565fca,289.88075,No Pay - Not right now,negative
f6a8ccb4-3faa-4ded-a1c8-96893314c5f5,198.648,No Pay - Dispute,negative
23e9ec5c-ce8b-4227-af5c-aa08f6067b81,196.2,No Pay - Dispute,negative
40f9f6a5-f175-41c4-a22e-73213e0945ab,199.079125,No Pay - Not right now,negative
40dda0ef-497d-4031-ab3b-8434de372922,763.89875,No Pay - Dispute,negative
389e1530-f957-4eca-8c47-f2c782259d04,185.2865,No Pay - Not right now,negative
9e854d78-4d4b-4646-a7e7-b646b4ac2e2c,223.164,No Pay - Dispute,negative
c4986bcf-e287-498d-a0cc-1917b9bd1884,65.016,No Pay - Dispute,negative
726de2b6-bd85-4eaf-bfb0-1c9ac5cb57ad,771.709375,No Pay - Not right now,negative
ba070078-85ea-4309-bb16-55696fcb9692,216.648,No Pay - Dispute,negative
d9a75f37-fd0c-45d8-9a68-5d933fef0b04,544.80975,No Pay - Not right now,negative
d1cc5b7a-9c43-463d-be08-3ca77d068c19,20.664,No Pay - Cant pay now,negative
4e8753ba-0268-482f-a870-9cbe2da9fe9c,122.904,No Pay - Cant pay now,negative
4e068e4a-b980-45b0-b587-49dcad3681bf,162.0375,No Pay - Not right now,negative
8b34d896-6609-4bce-aef7-f57659ba87ef,219.088875,No Pay - Not right now,negative
df67a129-cc03-4d61-ae47-7bfc2dc20127,346.1485,No Pay - Dispute,negative
56a69326-2c26-45ea-8851-8f064872fba2,230.504375,No Pay - Not right now,negative
6794f5a1-de4b-48ec-98ea-c721cb0824da,298.266,No Pay - Not right now,negative
5888b5c8-faba-4986-ac29-a46611455c67,545.509,No Pay - Dispute,negative
ba517d35-19b4-4644-9ce0-ce17bfe90824,892.395,No Pay - Dispute,negative
07fc4979-0602-4a24-8ab9-055d44412ae5,293.746875,No Pay - Not right now,negative
7aaea45c-3199-4d05-a09c-eff3f144ecc2,251.951,No Pay - Not right now,negative
925d7ad8-e251-449f-a60b-5bc3124f6fa6,556.4865,No Pay - Dispute,negative
23042f0f-cf79-4d77-becf-8d7a6c00e8f6,55.44,No Pay - Cant pay now,negative
12c28306-4435-40a4-be5f-979db6d46b11,437.420375,No Pay - Dispute,negative
9784e5e7-5e1a-46c1-b410-904d0dce3eb1,313.0775,No Pay - Dispute,negative
79f07311-1cb3-4e46-b1e3-505af877f9c3,63.72,No Pay - Cant pay now,negative
dd81d149-0952-46b6-bb38-ecf6eb61ff2d,336.848875,No Pay - Not right now,negative
f370f9a3-87cb-4ea5-b5ec-06811935f005,151.344,No Pay - Dispute,negative
a7f6a7da-9943-4fc2-9811-0e69db69bdfb,352.296,No Pay - Dispute,negative
2d347655-2db9-4e26-8d97-6704bbf92d7a,472.372125,No Pay - Not right now,negative
67f8f050-0cd5-4dab-a03d-a2152349303f,36.432,No Pay - Cant pay now,negative
45fb7cc4-081f-47e8-baca-19b1d3c09eb5,153.913375,No Pay - Not right now,negative
980f103d-e83a-4dc4-ac40-669e1b5ce558,139.824,No Pay - Dispute,negative
69cf1b5f-2198-4e62-aaf5-bff83e333390,117.504,No Pay - Dispute,negative
86716225-dc75-4c58-a411-365cb9a6a6c9,40.32,No Pay - Cant pay now,negative
66da1ccb-507d-4bdd-baea-3dc2d73228ef,299.441625,No Pay - Dispute,negative
36c29a03-49c1-4743-b341-839fd18d4fb1,554.3705,No Pay - Dispute,negative
cd472ec1-ed11-4373-abfc-5fc37b5787b0,88.632,No Pay - Dispute,negative
cbc04340-043d-4aff-b3d2-24e5fe6639e9,1410.768875,No Pay - Dispute,negative
eb8c6879-6531-4d29-8a76-afcdb3073302,962.142,No Pay - Not right now,negative
cacb22c0-a766-419f-b092-4e8479441025,196.8065,No Pay - Dispute,negative
596d9557-72a8-41ca-bcae-6d463940547d,283.896,No Pay - Cant pay now,negative
f5189dec-51c3-402a-a218-c52425efdc65,880.666,No Pay - Dispute,negative
58b73b07-692a-491f-85dc-f97b33325d7c,465.03175,No Pay - Not right now,negative
424c818f-e474-4aa6-9b69-e118dcd75128,510.66775,No Pay - Dispute,negative
3c0e7fd0-34cb-4b99-b15a-c0a1725ba762,238.393375,No Pay - Dispute,negative
e412e70f-930a-4bba-8cc1-69e36a7a23c2,369.893875,No Pay - Dispute,negative
7d14349e-c85e-4b45-85d6-49853c1dfe8e,252.682375,No Pay - Not right now,negative
99ccd1fd-32d7-4f1e-b287-59c58cfc021f,135.053,No Pay - Not right now,negative
51508113-43a4-4611-9723-ff6d1fb9e7c2,704.49625,No Pay - Dispute,negative
a53969e9-f2cf-481b-8e7a-f38c9109bcdf,240.143625,No Pay - Can't pay now,negative
39dca1bb-8f63-42da-b6e5-d984e7d8a084,106.56,No Pay - Cant pay now,negative
dfa71cff-5f65-4a9c-a720-3441adff6486,130.824,No Pay - Dispute,negative
53d703c9-8f27-4380-8c82-3e3f38c82b5e,441.78275,No Pay - Dispute,negative
39a57e0d-e04d-4b23-a387-503a535297e1,420.466875,No Pay - Not right now,negative
411c9123-e19a-4ef5-82a1-510d2b67ef27,379.584,No Pay - Dispute,negative
cdbf6de6-b3cb-42d4-b368-838fffba6aac,429.19175,No Pay - Not right now,negative
67bd29d4-56d5-4759-9d27-bf21806948ba,323.657125,No Pay - Can't pay now,negative
b52ae81b-67e2-4b56-9c08-d2dce2fb9bba,168.777125,No Pay - Not right now,negative
56a9bc40-e6ea-46a8-a61f-cf878edd8963,124.368875,No Pay - Dispute,negative
15f46cc8-cac0-4f31-930a-ee49fdb3fc94,341.39425,No Pay - Not right now,negative
d2d3d0ab-1a76-404b-95c8-cbfb79dab958,259.996625,No Pay - Dispute,negative
12b4dd23-f6a2-4b0c-9091-9636c6f9e52d,331.91175,No Pay - Not right now,negative
ac7b3e92-5ebb-4057-9369-89713f30c097,227.343625,No Pay - Dispute,negative
1ebf4724-b299-4e3a-b9dd-550020108533,404.00975,No Pay - Dispute,negative
7d3cbbc1-8f16-470b-b7b9-e50baf74bb8d,188.786875,No Pay - Not right now,negative
e20a3118-3d47-4b74-8557-2b29992b9d99,454.870125,No Pay - Not right now,negative
2a5e755a-b142-471b-8882-cf23efe6d7c9,206.811375,No Pay - Not right now,negative
4d86e322-833b-44aa-b947-a6a27548d5bc,424.881625,No Pay - Dispute,negative
e4c6ac99-1c70-4fd1-926b-230f33354c3d,180.11425,No Pay - Not right now,negative
2d1d1e68-1a19-4707-8c50-104da5ebe089,615.68,No Pay - Dispute,negative
af243da9-5549-4d29-be60-c35d3cf34113,435.408875,No Pay - Dispute,negative
bf910482-c527-41f8-b97e-48692b79170e,432.848875,No Pay - Not right now,negative
7aa1f129-88da-40b6-87ec-27a02fd291b1,819.14775,No Pay - Dispute,negative
95c0d90f-bd5f-404d-99b3-3c0514435eae,517.4595,No Pay - Dispute,negative
77c6c244-ba37-4b9f-b8c3-e2f8814003aa,251.343875,No Pay - Can't pay now,negative
ad39d388-6252-4b33-80be-5855ca4a8221,17.208,No Pay - Cant pay now,negative
b4d91a6e-e766-4fe8-9a88-455dac7580ea,426.501125,No Pay - Dispute,negative
144eb68e-385e-49c2-ab2f-18584f302aeb,35.208,No Pay - Cant pay now,negative
804061c3-f4b3-4af1-bc29-f7989c655df8,225.306,No Pay - Cancel payment plan,negative
59bff927-0fb5-42d5-b3f7-ba0f7745cbdd,322.925625,No Pay - Dispute,negative
010f1d26-765c-4770-8061-6200df4cc17d,159.912,No Pay - Dispute,negative
490a059b-0580-4420-8fce-53052c422a13,1094.426,No Pay - Can't pay now,negative
799d9e34-b448-472b-9fdf-6425e07286c7,334.36725,No Pay - Not right now,negative
d2a4b384-6ae1-415f-8d6c-890b2e730054,646.713375,No Pay - Dispute,negative
ff7f3460-cb46-4b1f-8210-bc402b237a17,68.328,No Pay - Cant pay now,negative
cbea5a4a-b9e7-42f2-9747-ccc61a652199,647.86275,No Pay - Dispute,negative
429deb09-7257-4379-a41a-049cd48e6796,1585.737125,No Pay - Dispute,negative
cb6b7e3e-f5b1-447c-94db-d88e18a65872,364.303625,No Pay - Not right now,negative
39327b43-f308-4df5-bc8b-3d7e47b2047e,120.764,No Pay - Dispute,negative
2d9892b4-e17d-408c-89ff-ed25c6153c9b,149.49875,No Pay - Dispute,negative
44619e72-0de7-4ecc-8490-04bb2708fa62,436.793375,No Pay - Dispute,negative
8bd6cbb0-9c3d-4929-9985-b9c5d213976e,209.684875,No Pay - Not right now,negative
2caa273a-b46a-47b7-a10f-6bbdb57cd286,1375.085625,No Pay - Dispute,negative
230d4001-fb80-4717-913c-af6ce440a425,36.504,No Pay - Cant pay now,negative
045878c9-2eaf-44a2-8fd5-0a2f833be3e5,18.072,No Pay - Cant pay now,negative
124bd92b-0c66-471c-8dcf-a722e3bc74a5,338.616,No Pay - Dispute,negative
ff9951f2-2711-433a-9808-ccab0adc1ba7,214.230125,No Pay - Not right now,negative
116b2642-f274-479d-922d-8c9daa07f689,214.909375,No Pay - Not right now,negative
6b49f6c2-d84c-4a6b-b267-8520f22880cb,181.002375,No Pay - Dispute,negative
a93eb62a-034f-48cc-a50d-275dc6282055,770.768875,No Pay - Dispute,negative
fea6c32e-c3c8-4594-b0d2-5542ea8663a0,429.81875,No Pay - Dispute,negative
a5c582fa-c0cb-4928-8e7d-aa1d879886bc,874.710125,No Pay - Dispute,negative
40ea5823-647d-4e04-85e5-2259b93deabd,25.848,No Pay - Cant pay now,negative
a6425ea2-d6c6-47fa-a6ac-6f5f2aab9c99,205.374625,No Pay - Not right now,negative
7207f71f-7224-43e8-8bd9-f1efaa22f43e,329.586875,No Pay - Dispute,negative
cc282fe9-3bf8-4eea-a63f-5757aff5e3a8,824.032625,No Pay - Dispute,negative
f383518a-bf7d-4a5b-8f04-e70e13cbaa36,150.5175,No Pay - Not right now,negative
2cf45cff-36b0-4efa-8b38-bc9b908d72e5,484.33625,No Pay - Dispute,negative
b84690aa-6ec3-412c-9478-b3ef116e90b4,194.272625,No Pay - Can't pay now,negative
51a99c07-9bd6-4877-86f2-1729855ecf40,13.896,No Pay - Cant pay now,negative
7c74de37-4117-42ae-ba4b-21199c6e0ad0,654.942,No Pay - Can't pay now,negative
1ffbf88a-8f9c-4ccc-9957-b27f51a7664a,229.381125,No Pay - Dispute,negative
8c5b2b1b-c375-41c0-a1cc-dad77fd53740,561.672,No Pay - Cant pay now,negative
a51b29ec-e29b-443d-884f-1dbc721abe93,1088.783625,No Pay - Can't pay now,negative
77732010-d3e9-46c7-b65c-efb2a77b67a3,604.65625,No Pay - Dispute,negative
f88fe3eb-4f56-4ce2-ad20-2f34aaa8bb18,322.50775,No Pay - Not right now,negative
00fda2c7-3819-4f39-b492-4e2138536923,416.70525,No Pay - Not right now,negative
c1f30c07-dce0-4135-bad2-046f8228cc99,87.192,No Pay - Cant pay now,negative
86dbe376-dbc2-4cd6-87e7-57de47f2bb1d,592.692125,No Pay - Not right now,negative
b3b753ea-cb9d-41e3-8de0-b13f438e41e8,242.703625,No Pay - Not right now,negative
dc90123f-d04a-42be-b777-6a786ce9865d,315.6375,No Pay - Not right now,negative
caacb03d-287e-4d8f-b2d1-4aec1eebfc58,977.03175,No Pay - Dispute,negative
04bd881e-8fff-4583-892b-1b3b1ab0ccac,159.346875,No Pay - Not right now,negative
e55d65eb-8e48-4f24-af96-d7b5d6f2fe27,120.384,No Pay - Cant pay now,negative
d4cb9fe5-381c-46c3-a1ec-addace6fd9f6,348.23825,No Pay - Dispute,negative
0cb6737c-e479-430d-ba0f-98632a0a9b74,414.328125,No Pay - Dispute,negative
0156de5c-cb5e-49a8-956b-28522b286ad2,1022.484875,No Pay - Dispute,negative
d07779d0-f16c-4d42-8ac8-52314bd97797,168.336,No Pay - Dispute,negative
59a7624b-701f-4bf5-b8e2-58cc4c89cbe7,537.2865,No Pay - Dispute,negative
551c20ed-9a5a-431b-8dac-c78968f0fac3,488.933875,No Pay - Dispute,negative
828b543f-5393-472d-b6de-92ea58198b41,3.096,No Pay - Cant pay now,negative
0f0b1fb7-3f12-4fef-806b-2e33017a5db8,501.786,No Pay - Dispute,negative
ddfb9d8d-77bb-4e74-8fe3-9895d8824ddd,318.744,No Pay - Dispute,negative
03a51d9a-a4f9-4628-ac1d-6fe1dcc8ea69,646.03425,No Pay - Dispute,negative
cdcefa97-b54f-4aa2-aa37-68f65a38f1a6,297.639125,No Pay - Not right now,negative
3087195f-62ab-4f5f-97db-45341e73d67e,189.022,No Pay - Not right now,negative
bd4c3d97-33c9-4d33-ba1d-954dd50c8365,452.3885,No Pay - Dispute,negative
b1938ff5-34da-4fb4-96ab-f276a76c4edc,510.264,No Pay - Dispute,negative
ba5da206-55a8-43ac-ad47-1bc766adbb5d,656.64,No Pay - Dispute,negative
f4f3e77f-e060-47f6-b575-ae173fef61df,730.488125,No Pay - Dispute,negative
5d4f2a7e-8300-4611-b18c-357172a8b66b,376.8685,No Pay - Can't pay now,negative
561f5ef2-a3a4-4523-8ed2-e973fea0b4ba,747.46775,No Pay - Dispute,negative
04ac119a-9ad1-499c-858f-11d10787df87,156.65625,No Pay - Not right now,negative
29400cfd-b33a-4d0c-a314-333687cbfd64,259.36975,No Pay - Dispute,negative
f72ce607-e28a-49cd-a3bd-786c83e62296,128.862,No Pay - Not right now,negative
40692fc1-6273-4448-b895-04b583d820f6,281.02525,No Pay - Not right now,negative
fb201dea-b8d0-488e-86bd-61b174605e40,22.536,No Pay - Cant pay now,negative
8f205121-68a8-447c-88bd-7b78cc0e8d64,350.14525,No Pay - Dispute,negative
3cdd0e4b-80fd-4805-98b7-71a10d13307f,516.493,No Pay - Not right now,negative
0e986e20-cbe0-48a0-a173-a74660c1f555,301.244,No Pay - Not right now,negative
3d2b08b0-c351-4c8f-a260-0331458dd05b,197.352,No Pay - Cant pay now,negative
9883ec6c-aa51-4022-85c5-3158b7a70d2d,257.906875,No Pay - Not right now,negative
6350f01d-2420-4c1b-a99b-d897decb4005,286.6155,No Pay - Dispute,negative
7ed9362b-cce0-428e-8b06-33bee89ca23d,39.312,No Pay - Cant pay now,negative
ba1d3912-b721-4091-a4c0-0231981a1142,465.76325,No Pay - Dispute,negative
3156393d-055b-418f-85e8-4dbe98af833c,195.696,No Pay - Dispute,negative
f90e1aa2-616d-4687-a7c7-61a1890813ff,265.608,No Pay - Dispute,negative
8a02eacb-9b3c-447c-a4ce-7d3d5969ee89,120.084875,No Pay - Not right now,negative
fedc16a1-7d23-4504-9f56-271627728675,175.30775,No Pay - Not right now,negative
5ce23524-b803-4320-a3eb-472ad9b5bb65,273.34525,No Pay - Dispute,negative
7207df04-036b-4316-a83c-e4e54c6e63b4,28.08,No Pay - Cant pay now,negative
50042163-0ac4-4dc6-9c99-736f517b4089,626.964875,No Pay - Dispute,negative
d1f7336a-16c3-412b-9e50-663469d16f96,392.333,No Pay - Dispute,negative
9ecccc6b-c3ac-4742-ad30-c531fed3b9a6,870.321625,No Pay - Not right now,negative
9af0efac-72d3-4cab-86d6-3c5892baee57,114.048,No Pay - Cant pay now,negative
4d04e9f8-947b-418f-9ba0-cbc7801d2f41,129.312,No Pay - Cant pay now,negative
9fc8f7bc-e67c-478a-b276-3550868bafa2,380.604,No Pay - Dispute,negative
8a1d2776-e8c3-4d72-bf61-8669804db5fd,144.82275,No Pay - Dispute,negative
d0f507e2-e242-4fcd-b20f-eb161ce17dd3,485.093875,No Pay - Dispute,negative
11b731b2-a6d4-4a4a-925c-0bda1e0fc002,43.488,No Pay - Cant pay now,negative
369e28dc-d2b3-4a6d-8153-b4320d777c2e,148.176,No Pay - Dispute,negative
db4d9b24-1814-42b4-878e-dc2f17883dae,997.328875,No Pay - Not right now,negative
86ea8ebe-f4f0-4ee6-8018-e61939e2f673,19.224,No Pay - Cant pay now,negative
a73ed3b2-8f61-4997-919a-e377687ad5ff,796.0555,No Pay - Dispute,negative
0a1e9d47-99b2-4b07-a944-e989781f0559,81.936,No Pay - Dispute,negative
088f288a-c3d4-4191-b222-af3037e7fc86,78.106,No Pay - Not right now,negative
55cdac2e-7b7f-4b2a-a70a-e0f790b55035,70.191,No Pay - Not right now,negative
6689e5c3-2abd-428e-856d-d200ae2d94af,61.344,No Pay - Cant pay now,negative
4d16e4ee-cb12-44be-a42c-11dc841f8a01,162.84725,No Pay - Cancel payment plan,negative
7c7f2216-38b1-4bf3-a960-acb3c4af8760,123.984,No Pay - Cant pay now,negative
0c713100-ea1b-4415-b100-b9b2b6c97d6a,433.737125,No Pay - Cancel payment plan,negative
1309cac8-e1d0-4bb8-83df-a52de9ab8604,19.296,No Pay - Cant pay now,negative
25b8874c-7cac-4360-8324-e966f1e328d2,110.448,No Pay - Cant pay now,negative
addbcec6-398b-4bcf-bb3a-15f7bd021cb9,296.2285,No Pay - Can't pay now,negative
f262f7e8-3aa9-4c69-8267-fda1dc073411,482.142,No Pay - Not right now,negative
cff88f71-8126-4cf9-b6d5-1b77ffb10fd1,314.61875,No Pay - Can't pay now,negative
198257f6-5945-4928-9878-f9ce96f54faf,192.456,No Pay - Cant pay now,negative
fc95daa0-a1f0-44b0-8152-95e27d8fe62b,33.552,No Pay - Cant pay now,negative
eae14521-25de-4bf7-9162-e1738a61aa94,758.804875,No Pay - Dispute,negative
80791a96-0d84-4f8f-9beb-9fdcf140b629,343.3795,No Pay - Can't pay now,negative
ad3d3853-6f32-4551-a98b-d62a9ef52b15,29.088,No Pay - Cant pay now,negative
02539a2a-8e1a-41c2-9ca5-c9287fb8559c,404.035875,No Pay - Dispute,negative
d91f1019-23cf-4277-858a-39a599a90b96,1361.293,No Pay - Dispute,negative
c21feae3-5013-4ea3-adc9-a6570776dd2a,302.550125,No Pay - Not right now,negative
fc299217-5ef9-46e8-a5a1-5323a0eb6177,251.088875,No Pay - Not right now,negative
8ceeb6bc-4429-4967-a256-a291e0a5501d,1107.826875,No Pay - Dispute,negative
ebc6230a-1ea4-4237-8f13-9581b33bff47,198.504375,No Pay - Dispute,negative
c38aad47-13ca-4978-bc6f-0702772a8daa,299.990125,No Pay - Dispute,negative
eb6d650f-69e9-4a2f-9572-f98aa5e75277,190.537125,No Pay - Dispute,negative
1c0088c5-94cd-44a3-b8a2-e198b34f8286,497.423625,No Pay - Not right now,negative
0b754af2-6ba7-4f1c-907c-be7ab2618a76,37.296,No Pay - Cant pay now,negative
0273a6f0-13c0-40e9-929e-df813176bbd1,418.011375,No Pay - Can't pay now,negative
8ffab39a-d07d-4dc6-8be0-7c4aafaab161,180.072,No Pay - Dispute,negative
eddc4c65-c72b-4a62-a4e9-7887573b4986,459.728875,No Pay - Dispute,negative
de78b557-5f0f-43f2-a4e1-35106884eaa5,208.953375,No Pay - Not right now,negative
144f8ac3-8f95-4580-b120-3c523b8f637b,64.152,No Pay - Cant pay now,negative
2603346c-98af-48d7-b014-f06b8712ad3b,163.728,No Pay - Bankruptcy,negative
ae5574fb-3e53-41e3-bd3e-3fd43bcfec66,197.328875,No Pay - Can't pay now,negative
d1da50c6-48ce-4f73-875b-88d35d39b26e,295.2,No Pay - Cant pay now,negative
6ac47257-c18a-4108-aa12-ad5fd60be9d7,355.68325,No Pay - Dispute,negative
8a3e7dbd-b9bf-4e47-b6ab-1733b1a019d0,413.17875,No Pay - Dispute,negative
c661f406-95de-4650-a46f-44e2d0d07468,54.72,No Pay - Cant pay now,negative
cc9630aa-da83-4a9b-8c0b-d154bc90555d,181.420375,No Pay - Bankruptcy,negative
8b0c61f1-d948-421a-918c-c2c6fd7283ac,148.741125,No Pay - Dispute,negative
c31fc558-f3f5-4059-bde3-a4cf7c8a4ea2,566.04725,No Pay - Not right now,negative
0b832f29-a9fa-4736-8969-42c124a279de,76.608,No Pay - Cant pay now,negative
a0825d28-36b3-4476-8c42-c0d7f5eed98b,397.3485,No Pay - Dispute,negative
853f7e56-08b7-426f-8935-a5f4f952aadf,492.591,No Pay - Not right now,negative
62e0a40b-d5f7-48d4-b660-4e499af32562,258.533875,No Pay - Not right now,negative
38cf8e2f-885d-4909-ad2a-ae24da2157e7,734.432625,No Pay - Dispute,negative
ec65ae4a-7c06-4e5f-8da8-229dec881120,282.592625,No Pay - Not right now,negative
6de644dd-ce7c-4221-bdf9-55a4e1c12217,131.4,No Pay - Dispute,negative
2943a3cd-2cbd-4536-8651-697270dfba74,309.18525,No Pay - Not right now,negative
cfa047bc-6a20-4931-8d2d-2694e96f50ff,591.4905,No Pay - Not right now,negative
dcfe969b-1b37-4e36-862f-a5c5779d536a,98.568,No Pay - Cant pay now,negative
4ffe6cac-6c7e-4f0e-b717-6687b03335ad,256.992625,No Pay - Not right now,negative
63160b1e-15ec-48ba-83b7-4c94e1e8a24e,202.94525,No Pay - Not right now,negative
253b01de-0865-4500-aee2-b072623e62ac,128.313375,No Pay - Not right now,negative
